"EVENT_DATE","ADMIN1","EVENT_TYPE"
"05-2019","Centre-Nord","Violence against civilians"
"05-2019","Centre","Protests"
"05-2019","Sahel","Battles"
"05-2019","Hauts-Bassins","Protests"
"05-2019","Sud-Ouest","Protests"
"05-2019","Est","Protests"
"05-2019","Est","Protests"
"05-2019","Centre-Nord","Violence against civilians"
"05-2019","Nord","Protests"
"05-2019","Centre","Protests"
"05-2019","Nord","Battles"
"05-2019","Centre","Protests"
"05-2019","Sahel","Strategic developments"
"05-2019","Sahel","Battles"
"05-2019","Sahel","Battles"
"05-2019","Centre","Riots"
"05-2019","Est","Strategic developments"
"05-2019","Est","Explosions/Remote violence"
"05-2019","Centre","Protests"
"05-2019","Nord","Violence against civilians"
"05-2019","Centre","Protests"
"05-2019","Nord","Strategic developments"
"05-2019","Centre","Protests"
"05-2019","Centre-Nord","Strategic developments"
"05-2019","Sahel","Strategic developments"
"05-2019","Centre-Nord","Violence against civilians"
"05-2019","Sahel","Battles"
"05-2019","Centre-Nord","Violence against civilians"
"05-2019","Sahel","Violence against civilians"
"05-2019","Sahel","Battles"
"05-2019","Est","Protests"
"05-2019","Centre-Nord","Battles"
"05-2019","Centre-Nord","Violence against civilians"
"05-2019","Sahel","Violence against civilians"
"05-2019","Sud-Ouest","Protests"
"05-2019","Sahel","Violence against civilians"
"05-2019","Sahel","Battles"
"05-2019","Boucle du Mouhoun","Violence against civilians"
"05-2019","Centre","Protests"
"05-2019","Sahel","Strategic developments"
"05-2019","Est","Violence against civilians"
"05-2019","Centre","Protests"
"05-2019","Sahel","Violence against civilians"
"05-2019","Sahel","Battles"
"05-2019","Sahel","Violence against civilians"
"05-2019","Sahel","Violence against civilians"
"05-2019","Sahel","Violence against civilians"
"05-2019","Nord","Violence against civilians"
"05-2019","Centre","Protests"
"05-2019","Centre","Protests"
"05-2019","Sahel","Battles"
"05-2019","Sahel","Violence against civilians"
"05-2019","Sud-Ouest","Protests"
"05-2019","Est","Strategic developments"
"05-2019","Nord","Violence against civilians"
"05-2019","Sahel","Battles"
"05-2019","Est","Battles"
"05-2019","Sahel","Violence against civilians"
"05-2019","Hauts-Bassins","Riots"
"05-2019","Boucle du Mouhoun","Violence against civilians"
"05-2019","Centre-Nord","Strategic developments"
"05-2019","Centre-Sud","Riots"
"05-2019","Hauts-Bassins","Riots"
"05-2019","Centre-Nord","Violence against civilians"
"05-2019","Nord","Violence against civilians"
"05-2019","Hauts-Bassins","Riots"
"05-2019","Sahel","Violence against civilians"
"05-2019","Hauts-Bassins","Strategic developments"
"05-2019","Sahel","Strategic developments"
"05-2019","Boucle du Mouhoun","Strategic developments"
"05-2019","Sahel","Battles"
"05-2019","Nord","Explosions/Remote violence"
"05-2019","Sahel","Battles"
"05-2019","Sahel","Battles"
"05-2019","Hauts-Bassins","Protests"
"05-2019","Est","Violence against civilians"
"05-2019","Sahel","Violence against civilians"
"06-2019","Sud-Ouest","Riots"
"06-2019","Sahel","Violence against civilians"
"06-2019","Centre-Nord","Violence against civilians"
"06-2019","Sahel","Violence against civilians"
"06-2019","Sahel","Battles"
"06-2019","Est","Battles"
"06-2019","Sahel","Violence against civilians"
"06-2019","Sahel","Violence against civilians"
"06-2019","Sahel","Violence against civilians"
"06-2019","Sahel","Violence against civilians"
"06-2019","Sahel","Violence against civilians"
"06-2019","Boucle du Mouhoun","Battles"
"06-2019","Nord","Violence against civilians"
"06-2019","Sahel","Violence against civilians"
"06-2019","Sahel","Violence against civilians"
"06-2019","Boucle du Mouhoun","Battles"
"06-2019","Est","Explosions/Remote violence"
"06-2019","Est","Violence against civilians"
"06-2019","Boucle du Mouhoun","Battles"
"06-2019","Sahel","Battles"
"06-2019","Centre-Nord","Violence against civilians"
"06-2019","Sahel","Strategic developments"
"06-2019","Sahel","Violence against civilians"
"06-2019","Hauts-Bassins","Violence against civilians"
"06-2019","Centre-Nord","Battles"
"06-2019","Nord","Violence against civilians"
"06-2019","Centre","Protests"
"06-2019","Centre","Protests"
"06-2019","Sud-Ouest","Protests"
"06-2019","Sahel","Strategic developments"
"06-2019","Sahel","Violence against civilians"
"06-2019","Sahel","Violence against civilians"
"06-2019","Est","Violence against civilians"
"06-2019","Centre","Protests"
"06-2019","Sud-Ouest","Protests"
"06-2019","Centre-Est","Battles"
"06-2019","Cascades","Riots"
"06-2019","Sud-Ouest","Protests"
"06-2019","Nord","Violence against civilians"
"06-2019","Cascades","Battles"
"06-2019","Cascades","Strategic developments"
"06-2019","Sahel","Violence against civilians"
"06-2019","Est","Battles"
"06-2019","Sahel","Strategic developments"
"06-2019","Sahel","Strategic developments"
"06-2019","Sahel","Strategic developments"
"06-2019","Centre-Est","Battles"
"06-2019","Centre-Est","Strategic developments"
"06-2019","Centre-Nord","Violence against civilians"
"06-2019","Centre","Protests"
"06-2019","Centre-Nord","Violence against civilians"
"06-2019","Centre","Riots"
"06-2019","Sahel","Battles"
"06-2019","Centre","Protests"
"06-2019","Centre-Nord","Battles"
"06-2019","Centre-Nord","Violence against civilians"
"06-2019","Plateau-Central","Protests"
"06-2019","Sahel","Explosions/Remote violence"
"06-2019","Sahel","Explosions/Remote violence"
"06-2019","Centre","Protests"
"06-2019","Sahel","Strategic developments"
"06-2019","Centre-Nord","Violence against civilians"
"06-2019","Boucle du Mouhoun","Violence against civilians"
"06-2019","Est","Strategic developments"
"06-2019","Centre-Nord","Battles"
"06-2019","Centre-Nord","Strategic developments"
"06-2019","Centre","Protests"
"06-2019","Centre-Est","Battles"
"06-2019","Centre-Nord","Battles"
"06-2019","Cascades","Battles"
"07-2019","Est","Violence against civilians"
"07-2019","Est","Violence against civilians"
"07-2019","Sahel","Battles"
"07-2019","Centre-Nord","Violence against civilians"
"07-2019","Sahel","Explosions/Remote violence"
"07-2019","Centre-Sud","Battles"
"07-2019","Est","Strategic developments"
"07-2019","Centre-Nord","Protests"
"07-2019","Centre-Nord","Strategic developments"
"07-2019","Sahel","Battles"
"07-2019","Centre-Nord","Strategic developments"
"07-2019","Sahel","Violence against civilians"
"07-2019","Centre-Nord","Strategic developments"
"07-2019","Centre-Nord","Violence against civilians"
"07-2019","Centre-Nord","Violence against civilians"
"07-2019","Centre-Nord","Violence against civilians"
"07-2019","Centre-Nord","Violence against civilians"
"07-2019","Sahel","Strategic developments"
"07-2019","Centre-Nord","Strategic developments"
"07-2019","Est","Violence against civilians"
"07-2019","Est","Battles"
"07-2019","Sahel","Strategic developments"
"07-2019","Sahel","Strategic developments"
"07-2019","Sahel","Strategic developments"
"07-2019","Centre-Nord","Protests"
"07-2019","Sahel","Battles"
"07-2019","Sahel","Violence against civilians"
"07-2019","Sahel","Battles"
"07-2019","Sud-Ouest","Protests"
"07-2019","Sahel","Strategic developments"
"07-2019","Sahel","Battles"
"07-2019","Sahel","Battles"
"07-2019","Centre","Strategic developments"
"07-2019","Centre-Est","Battles"
"07-2019","Sahel","Violence against civilians"
"07-2019","Est","Violence against civilians"
"07-2019","Est","Strategic developments"
"07-2019","Sahel","Battles"
"07-2019","Est","Violence against civilians"
"07-2019","Est","Battles"
"07-2019","Boucle du Mouhoun","Explosions/Remote violence"
"07-2019","Centre","Violence against civilians"
"07-2019","Est","Violence against civilians"
"07-2019","Centre-Sud","Battles"
"07-2019","Sahel","Violence against civilians"
"07-2019","Sahel","Violence against civilians"
"07-2019","Sahel","Battles"
"07-2019","Sahel","Strategic developments"
"07-2019","Sahel","Battles"
"07-2019","Centre-Nord","Explosions/Remote violence"
"07-2019","Hauts-Bassins","Battles"
"07-2019","Sahel","Explosions/Remote violence"
"07-2019","Boucle du Mouhoun","Battles"
"07-2019","Centre-Nord","Violence against civilians"
"07-2019","Centre-Nord","Battles"
"07-2019","Centre-Nord","Battles"
"07-2019","Centre-Nord","Battles"
"07-2019","Centre-Nord","Violence against civilians"
"07-2019","Boucle du Mouhoun","Violence against civilians"
"07-2019","Centre-Nord","Violence against civilians"
"07-2019","Sahel","Violence against civilians"
"07-2019","Hauts-Bassins","Battles"
"07-2019","Sud-Ouest","Violence against civilians"
"07-2019","Centre-Nord","Violence against civilians"
"07-2019","Centre-Nord","Violence against civilians"
"07-2019","Nord","Violence against civilians"
"07-2019","Centre-Ouest","Battles"
"07-2019","Sud-Ouest","Battles"
"07-2019","Nord","Battles"
"07-2019","Sahel","Battles"
"07-2019","Boucle du Mouhoun","Violence against civilians"
"07-2019","Centre-Nord","Violence against civilians"
"07-2019","Centre","Strategic developments"
"07-2019","Sahel","Battles"
"07-2019","Sahel","Violence against civilians"
"07-2019","Est","Strategic developments"
"07-2019","Nord","Battles"
"08-2019","Sahel","Violence against civilians"
"08-2019","Sahel","Strategic developments"
"08-2019","Sahel","Strategic developments"
"08-2019","Sahel","Violence against civilians"
"08-2019","Centre-Nord","Violence against civilians"
"08-2019","Sahel","Strategic developments"
"08-2019","Centre-Nord","Violence against civilians"
"08-2019","Est","Violence against civilians"
"08-2019","Sahel","Battles"
"08-2019","Sahel","Explosions/Remote violence"
"08-2019","Centre-Ouest","Violence against civilians"
"08-2019","Sahel","Violence against civilians"
"08-2019","Cascades","Battles"
"08-2019","Hauts-Bassins","Riots"
"08-2019","Sahel","Battles"
"08-2019","Centre","Protests"
"08-2019","Sahel","Explosions/Remote violence"
"08-2019","Sahel","Violence against civilians"
"08-2019","Centre-Nord","Battles"
"08-2019","Centre-Nord","Violence against civilians"
"08-2019","Cascades","Battles"
"08-2019","Nord","Riots"
"08-2019","Centre-Est","Violence against civilians"
"08-2019","Centre-Est","Violence against civilians"
"08-2019","Est","Protests"
"08-2019","Est","Violence against civilians"
"08-2019","Est","Violence against civilians"
"08-2019","Boucle du Mouhoun","Explosions/Remote violence"
"08-2019","Centre-Nord","Battles"
"08-2019","Sahel","Battles"
"08-2019","Centre","Protests"
"08-2019","Sud-Ouest","Battles"
"08-2019","Sahel","Battles"
"08-2019","Centre","Riots"
"08-2019","Sahel","Strategic developments"
"08-2019","Centre","Riots"
"08-2019","Centre-Nord","Strategic developments"
"08-2019","Centre-Est","Violence against civilians"
"08-2019","Centre-Nord","Violence against civilians"
"08-2019","Centre-Sud","Battles"
"08-2019","Cascades","Battles"
"08-2019","Sahel","Battles"
"08-2019","Nord","Violence against civilians"
"08-2019","Sahel","Explosions/Remote violence"
"08-2019","Nord","Protests"
"08-2019","Centre","Violence against civilians"
"08-2019","Centre-Nord","Violence against civilians"
"08-2019","Sahel","Strategic developments"
"08-2019","Sahel","Explosions/Remote violence"
"08-2019","Centre-Ouest","Violence against civilians"
"08-2019","Centre","Protests"
"08-2019","Sahel","Battles"
"08-2019","Nord","Violence against civilians"
"08-2019","Centre-Nord","Violence against civilians"
"08-2019","Centre-Nord","Violence against civilians"
"08-2019","Est","Violence against civilians"
"08-2019","Sahel","Battles"
"08-2019","Sahel","Violence against civilians"
"08-2019","Sahel","Strategic developments"
"08-2019","Sahel","Battles"
"08-2019","Sahel","Violence against civilians"
"09-2019","Sahel","Violence against civilians"
"09-2019","Sahel","Strategic developments"
"09-2019","Sahel","Strategic developments"
"09-2019","Sahel","Violence against civilians"
"09-2019","Sahel","Violence against civilians"
"09-2019","Sahel","Explosions/Remote violence"
"09-2019","Boucle du Mouhoun","Violence against civilians"
"09-2019","Sahel","Explosions/Remote violence"
"09-2019","Sahel","Explosions/Remote violence"
"09-2019","Sahel","Violence against civilians"
"09-2019","Nord","Strategic developments"
"09-2019","Sahel","Battles"
"09-2019","Est","Violence against civilians"
"09-2019","Sud-Ouest","Protests"
"09-2019","Centre-Nord","Violence against civilians"
"09-2019","Sahel","Battles"
"09-2019","Centre-Nord","Explosions/Remote violence"
"09-2019","Nord","Battles"
"09-2019","Sahel","Violence against civilians"
"09-2019","Centre-Nord","Battles"
"09-2019","Centre-Nord","Battles"
"09-2019","Centre","Strategic developments"
"09-2019","Centre-Nord","Violence against civilians"
"09-2019","Centre-Nord","Strategic developments"
"09-2019","Sahel","Battles"
"09-2019","Sahel","Battles"
"09-2019","Sahel","Strategic developments"
"09-2019","Nord","Violence against civilians"
"09-2019","Centre-Nord","Violence against civilians"
"09-2019","Sahel","Strategic developments"
"09-2019","Sahel","Strategic developments"
"09-2019","Sahel","Violence against civilians"
"09-2019","Sud-Ouest","Protests"
"09-2019","Boucle du Mouhoun","Protests"
"09-2019","Est","Protests"
"09-2019","Nord","Protests"
"09-2019","Centre-Ouest","Protests"
"09-2019","Centre","Protests"
"09-2019","Sahel","Explosions/Remote violence"
"09-2019","Boucle du Mouhoun","Battles"
"09-2019","Sahel","Strategic developments"
"09-2019","Centre-Nord","Violence against civilians"
"09-2019","Centre-Nord","Violence against civilians"
"09-2019","Sahel","Violence against civilians"
"09-2019","Centre-Nord","Violence against civilians"
"09-2019","Centre-Nord","Violence against civilians"
"09-2019","Centre-Nord","Violence against civilians"
"09-2019","Centre-Sud","Protests"
"09-2019","Centre-Nord","Battles"
"09-2019","Sahel","Violence against civilians"
"09-2019","Centre-Nord","Violence against civilians"
"09-2019","Sud-Ouest","Battles"
"09-2019","Hauts-Bassins","Protests"
"09-2019","Centre-Nord","Violence against civilians"
"09-2019","Sahel","Battles"
"09-2019","Centre-Nord","Violence against civilians"
"09-2019","Centre-Nord","Violence against civilians"
"09-2019","Centre-Nord","Violence against civilians"
"09-2019","Est","Battles"
"09-2019","Centre-Nord","Violence against civilians"
"10-2019","Centre","Protests"
"10-2019","Cascades","Battles"
"10-2019","Sahel","Battles"
"10-2019","Centre-Nord","Violence against civilians"
"10-2019","Est","Violence against civilians"
"10-2019","Est","Violence against civilians"
"10-2019","Centre-Nord","Protests"
"10-2019","Sahel","Battles"
"10-2019","Sahel","Battles"
"10-2019","Sahel","Violence against civilians"
"10-2019","Sahel","Explosions/Remote violence"
"10-2019","Centre","Protests"
"10-2019","Boucle du Mouhoun","Strategic developments"
"10-2019","Centre-Nord","Violence against civilians"
"10-2019","Centre-Nord","Violence against civilians"
"10-2019","Centre-Nord","Violence against civilians"
"10-2019","Sahel","Battles"
"10-2019","Sahel","Strategic developments"
"10-2019","Sahel","Battles"
"10-2019","Nord","Violence against civilians"
"10-2019","Sahel","Strategic developments"
"10-2019","Centre","Protests"
"10-2019","Est","Strategic developments"
"10-2019","Sahel","Violence against civilians"
"10-2019","Sahel","Violence against civilians"
"10-2019","Centre-Ouest","Violence against civilians"
"10-2019","Boucle du Mouhoun","Violence against civilians"
"10-2019","Nord","Violence against civilians"
"10-2019","Centre","Protests"
"10-2019","Centre-Nord","Violence against civilians"
"10-2019","Sahel","Battles"
"10-2019","Boucle du Mouhoun","Strategic developments"
"10-2019","Boucle du Mouhoun","Battles"
"10-2019","Sahel","Violence against civilians"
"10-2019","Sahel","Violence against civilians"
"10-2019","Sahel","Violence against civilians"
"10-2019","Centre-Sud","Violence against civilians"
